관리번호,제목,언론사,언론사 구분,사용구분,등록일
33663,"경북도, 제103주년 3.1절 기념행사 개최",매일신문,지역종합지,Y,2022-03-01
33664,"충남도, 유관순상·유관순횃불상 수상자 10일 선정",뉴시스,기타,Y,2022-03-01
33665,"대구·경북, 제103주년 3.1절 기념식 개최",KBS,방송사,Y,2022-03-01
33666,삼일절 103주년 맞아 안동 임청각을 다시 둘러보다,오마이뉴스,기타,Y,2022-03-01
33667,제103주년 3.1절 기념식,MBN,기타,Y,2022-03-01
33668,4050 일천의 나주인들은 이재명 후보를 지지한다,위키트리,기타,Y,2022-03-01
33669,"[포토] 김포, 3.1절 기념식",신아일보,기타,Y,2022-03-01
33670,화성시 3.1절 기념식 개최,브레이크뉴스,기타,Y,2022-03-01
33671,충남도 10일 '유관순상·횃불상' 수상자 발표,세이프타임즈,기타,Y,2022-03-01
33672,"3.1절, 순국선열의 고귀한 희생 되새겨야",경상매일신문,기타,Y,2022-03-01
33673,"충남도, 유관순상·유관순횃불상 수상자 10일 선정",브릿지경제,기타,Y,2022-03-01
33674,"대구 민간단체, 조양회관서 제103주년 3.1절 기념행사",대구신문,기타,Y,2022-03-01
33675,"당진 기지시줄다리기, 화성 제암리 삼일절 행사 참여",충청매일,기타,Y,2022-03-01
33676,"3.1절 권영진 시장 기념사 ""최고의 보훈 제공""",대구신문,기타,Y,2022-03-01
33677,"충남도, 유관순상·유관순햇불상 수상자 선정",충청매일,기타,Y,2022-03-01
33678,공주독립운동기념관 개관 ··· 영명중고 정문 인근 11억 투입,금강일보,기타,Y,2022-03-02
33679,"靑 ""임정기념관 개관만으로 의미…충분히 조명되지 못해""",뉴시스,기타,Y,2022-03-02
33680,"독립기념관, 3월의 독립운동가 전시회 개최",대전시티저널,기타,Y,2022-03-02
33681,"경주 3.1운동' 발상지 봉황대에 '표지석' 제막…""선열 기린다""",노컷뉴스,기타,Y,2022-03-02
33682,"충남 공주시, 독립운동기념관 개관",CMB대전방송,기타,Y,2022-03-02
33683,한남대 초대총장 윌리엄 린튼 '3월의 독립운동가' 선정,데일리한국,기타,Y,2022-03-02
33684,"서철모 화성시장,“3.1절은 약소민족 독립운동 역사적 분기점”",헤럴드경제,경제지,Y,2022-03-02
33685,공주시 3.1절 기념식...순국열사의 숭고한 희생 - 나라사랑 의미 되새겨,쿠키뉴스,기타,Y,2022-03-02
33686,"경주시, 지역 3.1운동 발상지 표지석 제막식 가져",글로벌경제,기타,Y,2022-03-02
33687,"충남도, 3.1절 기념식...3.1운동 정신으로 코로나 위기 극복 - 도정역량, 한마...",쿠키뉴스,기타,Y,2022-03-02
33688,제103주년 3.1절 기념식 '대한사람 대한으로' 주제로 열려,재외동포신문,기타,Y,2022-03-02
33689,천안독립기념관서 라라앙상블과 함께 한 아름다운 콘서트 열려,대전시티저널,기타,Y,2022-03-02
33690,103주년 3.1절을 기념하며,기호일보,기타,Y,2022-03-02
33691,"文 “첫 민주정부는 DJ정부”…野 “YS는 뭐냐, 또 편가르기”",동아일보언론사 선정,기타,Y,2022-03-02
33692,"화성시의회, '제103주년 화성 3.1절 기념식' 참석",이뉴스투데이,기타,Y,2022-03-02
33693,"화성시의회, 하나된 화성 '제103주년 3.1절' 만세",중도일보,지역종합지,Y,2022-03-02
33694,"화성시, 제103주년 3.1절 기념식 개최",국제뉴스,기타,Y,2022-03-02
33695,"4050 나주청년 1000여 명, 민주당 이재명 후보 지지 선언",더팩트,기타,Y,2022-03-02
33696,"화성시의회, ‘제103주년 화성 3.1절 기념식’ 참석",CNB뉴스,기타,Y,2022-03-02
33697,"화성시, ‘하나된 화성’ 제103주년 3.1절 기념식 개최",NSP통신,기타,Y,2022-03-02
33698,"화성시의회, '제103주년 화성 3.1절 기념식' 참석...선열의 숭고한 뜻 기려",아주경제,경제지,Y,2022-03-02
33699,"경북도, 제103주년 3.1절 기념행사 개최",아시아투데이,기타,Y,2022-03-02
33700,"이재명후보, ‘안동예천지역공약’ 지역위원장 발표",에너지경제,기타,Y,2022-03-02
33701,"“숭고한 애국 정신 잇자” 충남, 10일 유관순상 선정",세계일보,중앙지,Y,2022-03-02
33702,민주당 안동·예천지역위 지역 대선공약 발표,경북도민일보,기타,Y,2022-03-02
33703,"충남도, 오는 10일 유관순상 등 수상자 선정",대전MBC,기타,Y,2022-03-02
33704,‘독립운동가’ 김성근은 밀정이었나,한겨레21언론사 선정,기타,Y,2022-03-03
33705,"안성3.1운동기념관, ‘부루마불 대한독립’ 참가자 모집",시민일보,기타,Y,2022-03-03
33706,독립운동가 김응탁 선생 유족연금 3년째 장학기금 출연,경남일보,기타,Y,2022-03-03
33707,"김포시독립운동기념관, 3.1절 독립정신 되새기며 '대한독립 만세'",디스커버리뉴스,기타,Y,2022-03-03
33708,"예천군, 3.1절 맞아 지역 독립유공자 2명 정부 서훈 받아",데일리한국,기타,Y,2022-03-03
33709,3월의 독립운동가로 기독교학교 교사들 선정,한국기독공보,기타,Y,2022-03-03
33710,103주년 3.1절을 경축하며,중부매일,지역종합지,Y,2022-03-03
33711,하동 독립운동가 김응탁 선생 유족연금 3년째 장학기금 출연,불교공뉴스,기타,Y,2022-03-03
33712,독립운동가 김응탁 선생 유족연금 3년째 장학기금 출연,경남도민신문,기타,Y,2022-03-03
33713,애국지사 심연 공창준 중복 포상 바로 잡기 8년,통일뉴스,기타,Y,2022-03-03
33714,"경북도, 제103주년 3.1절 기념행사 개최",잡포스트,기타,Y,2022-03-03
33715,"[안성소식] 안성시-국가보훈처, ‘독립유공자 후손 찾기’ 협력 MOU 등",프레시안,기타,Y,2022-03-04
33716,"예천박물관, 지역 독립유공자 발굴에 박차",브레이크뉴스,기타,Y,2022-03-04
33717,'신사참배 거부' 주기철 목사 생가 복원…창원시에 기부채납,노컷뉴스,기타,Y,2022-03-04
33718,"예천박물관, 지역사 연구·조사로 2명의 독립유공자 포상 받아",디스커버리뉴스,기타,Y,2022-03-04
33719,<문화논단>임시정부기념관 개관 의미와 과제,문화일보,중앙지,Y,2022-03-04
33720,[안성소식] 안성시보건소 선별진료소 이전 등,뉴시스,기타,Y,2022-03-04
33721,"경북 예천박물관, 장세환·장기남 선생 정부 서훈 추서",아이뉴스24,기타,Y,2022-03-04
33722,"예천박물관, 장세환·장기남 선생 정부 서훈 추서",에너지경제,기타,Y,2022-03-04
33723,3.1절 기념하며 기지시줄다리기 시연,당진시대,기타,Y,2022-03-04
33724,"경기 회성시의회 원유민 의장 및 의원들, ‘제103주년 화성 3.1절 기념식’ 참...",시민일보,기타,Y,2022-03-05
33725,독립운동가 주기철 목사 생가 기부채납,경남일보,기타,Y,2022-03-06
33726,역사의 흔적 따라 생생한 독립 함성 듣고 숭고한 정신 되새긴다,경남매일신문,기타,Y,2022-03-06
33727,예천박물관 조사로 독립운동가 발굴,대경일보,기타,Y,2022-03-06
33728,"예천박물관, 지역 독립유공자 발굴에 힘 보태",경북일보,기타,Y,2022-03-06
33729,장세환·장기남 선생 독립유공 대통령표창,경북매일신문,기타,Y,2022-03-06
33730,안성-국가보훈처 ‘독립유공자 후손 찾기’ 맞손,신아일보,기타,Y,2022-03-06
33731,3.1운동 정신의 창조적 계승 완전한 자주독립국가 이룩해야,브레이크뉴스,기타,Y,2022-03-06
33732,항일독립운동가 주기철목사 생가 기부채납 협약식,경남도민신문,기타,Y,2022-03-06
33733,"해남군, 민족대표 33인 지강 양한묵 선생 재조명 '활발'",서울경제TV,기타,Y,2022-03-06
33734,"예천박물관, 지역사 연구 조사로 장세환·장기남 선생 정부 서훈 추서",경북신문,기타,Y,2022-03-06
33735,김포시청소년재단의 다양한 청소년사업,팍스경제TV,기타,Y,2022-03-07
33736,"[안성24시] 안성시, '독립유공자 후손 찾기' 캠페인 실시",시사저널,기타,Y,2022-03-07
33737,항일독립운동가 주기철 목사 생가 기부채납 협약,뉴스경남,기타,Y,2022-03-07
33738,"안동시, 자연 어우러진 녹색도시 조성",경북도민일보,기타,Y,2022-03-07
33739,"안동시, 숲길과 소공원 조성...‘사람과 자연이 어우러진 녹색도시 실현’",에너지경제,기타,Y,2022-03-07
33740,"안동, 자연 품은 녹색 힐링도시 조성'기지개'",디스커버리뉴스,기타,Y,2022-03-07
33741,안동시 “‘사람과 자연이 어우러진 녹색도시 실현’ 나서”,뉴스투데이,기타,Y,2022-03-07
33742,"안동, 사람과 자연이 어우러진 녹색도시 구축",신아일보,기타,Y,2022-03-07
33743,"안동, 자연 품은 녹색 힐링도시 조성'기지개'",불교공뉴스,기타,Y,2022-03-07
33744,"안동시, 도심 내 녹지공간 대대적 확충 추진",유교신문,기타,Y,2022-03-07
33745,"안동, 자연 품은 녹색 힐링도시 조성 '기지개'",매일신문,지역종합지,Y,2022-03-08
33746,자연 품은 녹색 힐링도시로…안동에 다양한 녹색공간 확충,대구일보,지역종합지,Y,2022-03-08
33747,"안동시, '도심 속 힐링' 녹색치유도시 추진",스마트에프엔,기타,Y,2022-03-08
33748,대암 이태준기념관·함안독립공원 역사나들이,경남일보,기타,Y,2022-03-09
33749,"안성시, 2023년 ‘이달의 안성 독립운동가’ 추천 공모",브레이크뉴스,기타,Y,2022-03-10
33750,"안성시, 2023년 '이달의 안성 독립운동가' 4월 8일까지 추천 공모 받아",아주경제,경제지,Y,2022-03-10
33751,윤봉길 의사의 삶과 독립운동 한눈에,경남신문,지역종합지,Y,2022-03-10
33752,"함안 군북초등학교, 이태준 기념관 체험활동 가져",뉴스경남,기타,Y,2022-03-10
33753,‘독립운동가 마지막 한 분까지 찾겠습니다’,전남매일,기타,Y,2022-03-10
33754,익산항일독립운동기념관 이달 개관,전북도민일보,지역종합지,Y,2022-03-11
33755,‘이달의 안성 독립운동가’ 추천 공모,e대한경제,기타,Y,2022-03-11
33756,"조영종 충남교육감 예비후보, 천안 병천지역 선거운동",브레이크뉴스,기타,Y,2022-03-11
33757,"조영종 충남교육감 예비후보, 천안시 병천면 지역 선거운동",뉴스티앤티,기타,Y,2022-03-11
33758,익산시 항일독립운동 조명사업 속속 마무리,전북일보,지역종합지,Y,2022-03-12
33759,"익산시, 항일독립운동 기념관 이달 개관…호국정신 기린다",뉴시스,기타,Y,2022-03-13
33760,"익산시, 항일독립운동 선열의 정신 기린다",새전북신문,기타,Y,2022-03-13
33761,"조영종 ""유관순 열사 생가 등 충효교육 중심지로 육성해야""",전국매일신문,기타,Y,2022-03-13
33762,"경북 독립운동가 16명, 독립유공자로 추가 확정",뉴시스,기타,Y,2022-03-14
33763,경북 독립운동가 16명…독립유공자 추가 확정,일요신문,기타,Y,2022-03-14
33764,"경북도, 독립운동가 16명 독립유공자로 추가 확정",아시아투데이,기타,Y,2022-03-14
33765,"경북 독립운동가 16명, 독립유공자로 추가 확정",에너지경제,기타,Y,2022-03-14
33766,"경북 독립운동가 16명, 독립유공자로 추가 확정",NSP통신,기타,Y,2022-03-14
33767,"경상북도, 독립운동가 16명 독립유공자로 추가 확정",시사뉴스,기타,Y,2022-03-14
33768,"경북 독립운동가 16명, 유공자로 추가 확정",내일신문,중앙지,Y,2022-03-14
33769,"경북 독립운동가 16명, 독립유공자로 추가 확정",경북신문,기타,Y,2022-03-14
33770,경북 독립운동가 배출 2394명 전국 최다,경상매일신문,기타,Y,2022-03-14
33771,경북 독립유공자 16명 추가 …총 2천394명으로 늘어,대구일보,지역종합지,Y,2022-03-14
33772,"임시정부기념관 개관, ""독립을 위해 헌신한 선열들의 기록""",이데일리,기타,Y,2022-03-15
33773,경북 출신 독립운동가 16명 발굴,대구신문,기타,Y,2022-03-15
33774,[런던 통신] 대한제국 멸망 자결로 맞선 이한응 전 영국공사의 흔적,주간조선언론사 선정,기타,Y,2022-03-15
33775,"독립기념관, 가정에서 체험하는 온라인 독도교육 실시",불교공뉴스,기타,Y,2022-03-16
33776,"경북 독립운동가 16명, 독립유공자로 추가 확정",잡포스트,기타,Y,2022-03-16
33777,초등학생 독도교육 '손 끝 터치'로 시작,경북도민일보,기타,Y,2022-03-16
33778,역사의 주춧돌 위에 미래 쌓아 올리는 용산 [현장 행정],서울신문,중앙지,Y,2022-03-16
33779,운강 이강년 의병대장 학술대회 자료집 발간,경북일보,기타,Y,2022-03-17
33780,간도·하와이 퍼져나간 '인천의 항일음악',경인일보,지역종합지,Y,2022-03-17
33781,"주정차 앱 휘슬, 충청남도 천안시 아산시에 서비스 시작",데일리한국,기타,Y,2022-03-17
33782,"휘슬, 충남 천안시·아산시에 주정차 단속 알림 서비스 제공",에이빙뉴스,기타,Y,2022-03-17
33783,"휘슬, 충남도 천안시·아산시에 서비스 시작",테크월드,기타,Y,2022-03-17
33784,[세상을 읽는책 │인터뷰- 고혜련 독일 뷔르츠부르그대 한국학 교수] 독일 사...,내일신문,중앙지,Y,2022-03-17
33785,"휘슬, 충청남도 천안시·아산시에 서비스 시작",굿모닝경제,기타,Y,2022-03-17
33786,"TBC)""구미지역 독립운동 열기도 뜨거웠다""",TBC대구방송,기타,Y,2022-03-18
33787,"독립기념관, 가정에서 체험하는 온라인 독도교육… '내 손안의 독도'",천지일보,기타,Y,2022-03-18
33788,대한민국임시정부 수립 과정을 한눈에...‘국립대한민국임시정부기념관’,뉴스한국,기타,Y,2022-03-18
33789,120년 전에도 K열풍  독일인이 본 대한제국은 자주 개화 역사,한국일보,중앙지,Y,2022-03-18
33790,산청 남사예담촌의 매화 향기 [여기어때],쿠키뉴스,기타,Y,2022-03-21
33791,산청 남사예담촌으로 떠나는 매화 여행…다섯 매화 품은 고택 운치,프레시안,기타,Y,2022-03-21
33792,"산청 남사예담촌, 겨울 지나 봄 맞는 다섯 매화 품은 고택 … “봄나들이 운치...",아시아경제,경제지,Y,2022-03-21
33793,산청 남사예담촌의 그윽한 매화 향기...봄나들이 떠나자,신아일보,기타,Y,2022-03-21
33794,'오매불망' 산청 남사예담촌의 매화 향기,디스커버리뉴스,기타,Y,2022-03-21
33795,산청 남사예담촌 매화 향기 ‘오매불망(五梅不忘)’,뉴스경남,기타,Y,2022-03-21
33796,보행로 없는 등굣길…학생·주민 안전 ‘적신호’,광주매일신문,지역종합지,Y,2022-03-21
33797,익산지역 독립운동사 담은 익산항일독립운동기념관 개관,노컷뉴스,기타,Y,2022-03-22
33798,호국정신 계승 익산 '항일독립운동 기념관' 개관,전라일보,기타,Y,2022-03-22
33799,산청 남사예담촌 7매 향기， 봄 나들이 유혹에 취하다,경남매일신문,기타,Y,2022-03-22
33800,[기획특집] 매화 향기 가득 품은 산청 남사예담촌,경남일보,기타,Y,2022-03-22
33801,춘천의병마을 ‘시민역사학교' 운영,강원일보,지역종합지,Y,2022-03-22
33802,매화 향기 가득한 산청 남사예담촌으로 떠나자,경남도민신문,기타,Y,2022-03-22
33803,"산청군 남사예담촌, ‘오매불망(五梅不忘)’ 매화 향기 가득",브릿지경제,기타,Y,2022-03-22
33804,"익산시, ‘항일독립운동 기념관’ 개관",문화저널21,기타,Y,2022-03-23
33805,익산 솜리가정사랑학교 조환구 대표 공로패 받아,전북도민일보,지역종합지,Y,2022-03-23
33806,지역 소식 (군산·익산·순창·장수),전주MBC,기타,Y,2022-03-23
33807,인천시 '한성 임시정부' 역사 고증작업 나선다,경인일보,지역종합지,Y,2022-03-23
33808,"호주 선교의 역사, 3.1만세운동 진원지를 찾아",한국기독공보,기타,Y,2022-03-24
33809,"[단독]한성감옥 옥중도서관서… 구한말 개혁파들, 근대 민주국가 꿈꿨다",동아일보,중앙지,Y,2022-03-24
33810,"광주시 서구,‘바르게 걷기 홍보단 자조모임’성료",위키트리,기타,Y,2022-03-24
33811,"광주 서구, '바르게 걷기 홍보단 자조모임' 성료",뉴스워커,기타,Y,2022-03-24
33812,광주 서구 ‘바르게 걷기 홍보단 자조모임’ 성료,아시아경제,경제지,Y,2022-03-24
33813,안중근 의사 순국 112주년…추모행사 열려,쿠키뉴스,기타,Y,2022-03-26
33814,"광주학생독립운동기념회관, ‘역사탐방 강사 연수‘",국민일보,중앙지,Y,2022-03-27
33815,"광주학생독립운동기념회관, 광주정신 역사탐방 프로그램 4월부터 시작",천지일보,기타,Y,2022-03-27
33816,'한성감옥 도서대출대장' 숱한 독립운동가들을 증명하다,뉴시스언론사 선정,기타,Y,2022-03-28
33817,월남 이상재 서거 95주년 기념 자료공개행사 및 학술회의 개최,불교공뉴스,기타,Y,2022-03-28
33818,광주정신 역사탐방 강사 역량강화 현장 연수,광주매일신문,지역종합지,Y,2022-03-28
33819,[지자체 오늘 뉴스] 광주서구 남원시 담양군,Queen,기타,Y,2022-03-29
33820,많은 독립운동가 한성감옥 거쳤다 입증 이상재 관련 자료 공개,연합뉴스,기타,Y,2022-03-30
33821,한성감옥 도서 대출 장부 공개...독립기념관 학술 대회 개최,YTN,방송사,Y,2022-03-30
33822,'한성감옥 도서대출대장'...당시 많은 독립운동가 입증,싱글리스트,기타,Y,2022-03-30
33823,“한성감옥은 독립운동가들의 공부방”…이상재 서거 95주기 자료 140여 점 공...,KBS,방송사,Y,2022-03-30
33824,[TJB 리포트]독립운동가들의 애독서는 ,TJB 대전방송,기타,Y,2022-03-30
33825,[작가와의 만남] 『우아한 루저의 나라』 저자 고혜련,국방일보,기타,Y,2022-03-30
33826,범죄취약 지역·스쿨존을 환하게 … 페인트로 '더 나은 세상' 色 입히다,한국경제,경제지,Y,2022-03-30
33827,"독립기념관, 4월의 독립운동가 전시회 개최",데일리한국,기타,Y,2022-03-31
33828,‘2022년 4월의 독립운동가’에 신민회 주역 안태국 선생 선정,코나스,기타,Y,2022-03-31
33829,어제의 눈물로 피어난 오색빛깔 골목길,서울신문,중앙지,Y,2022-03-31
33830,"너 어디 사니  ""방구마을""…대가리, 사탄마을 모두 실제 지명입니다",매일경제언론사 선정,기타,Y,2022-03-31
33831,"방구마을,방광리..이름과 달리 거짓말처럼 매력적인 곳",헤럴드경제,경제지,Y,2022-03-31
33832,성덕주 예비후보 6.1지선 경남도지사 출마 선언,경남일보,기타,Y,2022-03-31
33833,[리포트]월남 이상재 선생 95주기..기증 물품 공개,대전MBC,기타,Y,2022-03-31
33834,4월 1일 만우절 맞아 떠나는 재미있는 지명의 국내 여행 지역,디스커버리뉴스,기타,Y,2022-03-31
33835,대가리부터 사탄마을...만우절 맞아 이색 이름 국내 지역 5곳,싱글리스트,기타,Y,2022-03-31
33836,"독립기념관, 4월 독립운동가 선정 '신민회 안태국'",뉴스프리존,기타,Y,2022-04-01
33837,신민회 일원으로 애국계몽운동에 헌신,내일신문,중앙지,Y,2022-04-01
33838,"공주시, 제103주년 석송3.1독립만세 기념행사 열려",충청뉴스,기타,Y,2022-04-01
33839,제103주년 공주 석송3.1독립만세 기념행사 열려... 해마다 4월 1일 거행,농업경제신문,기타,Y,2022-04-01
33840,만우절 장난보다 더 거짓말 같은 곳에서 여행을…특이한 이름의 다섯 마을은,뉴스1,기타,Y,2022-04-01
33841,방구마을로 여행가자고  만우절에는 더욱 못믿을 거짓말 같은 여행지 5,여행신문,기타,Y,2022-04-01
33842,"방광리, 대가리, 발리 등 재미있는 지명을 가진 국내 지역 5곳",디지틀조선일보,기타,Y,2022-04-01
33843,"공주시, 제103주년 '석송3.1독립만세' 기념행사",국제뉴스,기타,Y,2022-04-02
33844,새로운 100년을 열어줄 찬란한 100년의 기억 [밀착취재],세계일보언론사 선정,기타,Y,2022-04-03
33845,"공주시, 제103주년 석송 3.1 독립만세 기념행사 열려",대전일보,지역종합지,Y,2022-04-03
33846,제103주년 공주 석송 3.1독립만세 기념행사 4월 1일 개최,중도일보,지역종합지,Y,2022-04-03
33847,'항일작가' 이석성 선생 소설 '홍수 전야' 다룬 보도 찾았다,뉴시스,기타,Y,2022-04-03
33848,발리에서 사탄마을까지…재미난 이름만큼 빼어난 절경 명소,스포츠경향,기타,Y,2022-04-03
33849,일제 '저항작가' 이석성 소설 '홍수 전후' 기록물 발견,한국대학신문,기타,Y,2022-04-04
33850,"유희태 예비후보, 완주 독립운동기념관서 무궁화 식재",뉴시스,기타,Y,2022-04-05
33851,[온누리]4.4,새전북신문,기타,Y,2022-04-05
33852,"나주 출신 저항작가 이석성 선생, 두번째 소설 발견",남도일보,기타,Y,2022-04-05
33853,유희태 완주군수 예비후보 식목일 맞아 '나라꽃 무궁화' 식재,전북도민일보,지역종합지,Y,2022-04-05
33854,유희태 예비후보 식목일 맞아 ‘나라꽃 무궁화’ 식재,새전북신문,기타,Y,2022-04-05
33855,"포항문화원, 내달 경북 독립운동사 아카데미 개강",경북일보,기타,Y,2022-04-06
33856,"포항문화원, 내달부터 경북 독립운동사 아카데미",경북도민일보,기타,Y,2022-04-06
33857,"포항문화원, 경북 독립운동사 아카데미 수강생 모집",경상매일신문,기타,Y,2022-04-06
33858,"[사설] 진전 8의사 묘역, 지역 독립운동사의 성지",경남신문,지역종합지,Y,2022-04-07
33859,포항문화원 경북 독립운동사 아카데미 수강생 모집,경북신문,기타,Y,2022-04-07
33860,"호남호국기념관, 임시정부 수립 103주년 맞이 4월 문화 행사 진행",NSP통신,기타,Y,2022-04-07
33861,앞으로도 우리 동네 수호천사로 활동하고 싶어,오마이뉴스,기타,Y,2022-04-07
33862,"박종국 전 육군 대위, 국민의힘 충남 제2선거구 도의원 후보 등록",크리스천투데이,기타,Y,2022-04-07
33863,"경남노회, 주기철 목사 순교 78주년 기념행사 준비",한국기독공보,기타,Y,2022-04-08
33864,"국가보훈처 황기철 처장, 함안 이태준 기념관   현충시설 방문 [함안소식]",쿠키뉴스,기타,Y,2022-04-09
33865,청주 청남대 '임시정부 기념관' 11일 개관,연합뉴스,기타,Y,2022-04-09
33866,[윤석열 파워 엘리트 263人] 윤주경 국회의원,신동아언론사 선정,기타,Y,2022-04-09
33867,황기철 국가보훈처장 함안군 현충시절 방문,경남일보,기타,Y,2022-04-10
33868,"국가보훈처 황기철 처장, 함안 이태준 기념관 방문",뉴스경남,기타,Y,2022-04-10
33869,청주 청남대 임시정부 기념관 11일 개관,중부매일,지역종합지,Y,2022-04-10
33870,국가보훈처 황기철 처장 함안 이태준 기념관 방문,경남도민신문,기타,Y,2022-04-10
33871,"검증된 김포 전문가' 유영록, 민선 8기에 해결하고 싶은 숙제는 ",경인일보,지역종합지,Y,2022-04-10
33872,"임종식 경북교육감, 임시정부수립 103주년 행사",경상매일신문,기타,Y,2022-04-10
33873,"대한민국 임시정부 수립, 4월11일 대한민국의 시작",대구일보,지역종합지,Y,2022-04-10
33874,임시정부기념관 초대 관장에 김희곤 안동대 명예교수,연합뉴스,기타,Y,2022-04-11
33875,경북독립운동기념관서 임정수립 기념식,한국일보,중앙지,Y,2022-04-11
33876,"오산시, 아동을 위한 '찾아가는 독립기념관' 전시회 22일까지 개최",아주경제,경제지,Y,2022-04-11
33877,김포시독립운동기념관·양촌청소년문화의집 역사특성화 학교연계 사업 운영,브레이크뉴스,기타,Y,2022-04-11
33878,"광주학생독립운동기념회관, 세월호 참사 8주기 추모 행사 추진",스트레이트뉴스,기타,Y,2022-04-11
33879,"공주시, 3.1만세운동 재현행사 열려",쿠키뉴스,기타,Y,2022-04-11
33880,경북독립운동사 아카데미 수강생 선착순 모집,경북매일신문,기타,Y,2022-04-11
33881,[11일 오산시 소식] ‘찾아가는 독립기념관’ 전시회 개최 등,아시아타임즈,기타,Y,2022-04-11
33882,오산시 아동을 위한'찾아가는 독립기념관'전시회 개최,브레이크뉴스,기타,Y,2022-04-11
33883,"광복 77주년 기념, 독립기념관-SKT공동 '우리가 그려갈 미래'대국민 그림공모...",불교공뉴스,기타,Y,2022-04-11
33884,4월12일 알림,한겨레,중앙지,Y,2022-04-11
33885,"친환경 생태관광 거점화…안동시, 생태휴양시설 대폭 확충",대구일보,지역종합지,Y,2022-04-11
33886,"당신은 몰랐을 '임시정부' 비하인드, 베토벤 가곡이 임시정부에서 불렸다 ",YTN,방송사,Y,2022-04-11
33887,제103주년 대한민국 임시정부 수립 기념식 열려,안동MBC,기타,Y,2022-04-11
33888,워싱턴 정가 발칵 뒤집어 놓았다…흑단령에 갓쓴 조선외교관의 미국 입성기[이...,경향신문언론사 선정,기타,Y,2022-04-11
33889,전국 광역단체장 4월11일 일정,뉴스핌,기타,Y,2022-04-11
33890,'공주 독립운동 역사 한눈에' 영명고 인근에 기념관 개관,연합뉴스,기타,Y,2022-04-12
33891,민족의 성지에서 K-컬처 메카로…독립기념관서 세계 문화박람회 추진,중앙일보,중앙지,Y,2022-04-12
33892,박상돈 “독립기념관에서 ‘K-컬처 세계박람회’ 열자”,세계일보,중앙지,Y,2022-04-12
33893,'옛 대통령 별장 청남대'에 대한민국 임시정부 기념관 개관,YTN,방송사,Y,2022-04-12
33894,"천안시, 내년 독립기념관서 ‘K-컬처 세계박람회’ 시동",뉴데일리,기타,Y,2022-04-12
33895,"오산시, '찾아가는 독립기념관 전시회' 개최",데일리한국,기타,Y,2022-04-12
33896,"광주학생독립기념관, 세월호 참사 8주기 추모 행사 추진",안전신문,기타,Y,2022-04-12
33897,"오산시, 아동을 위한 '찾아가는 독립기념관' 전시회 개최",전자신문,전문지,Y,2022-04-12
33898,김희곤 임시정부기념관 초대 관장 임명,한국경제,경제지,Y,2022-04-12
33899,독립기념관-SKT공동 '우리가 그려갈 미래' 대국민 그림공모 실시,금강일보,기타,Y,2022-04-12
33900,"천안시, K-컬처 세계박람회 추진 본격 시동",브레이크뉴스,기타,Y,2022-04-12
33901,SR·한전·LH 등 공공기관 104곳 고객만족도 '미흡',연합뉴스언론사 선정,기타,Y,2022-04-12
33902,공공기업 10곳 중 4곳 고객만족도 ‘낙제점’… LH·코레일 등 포함,파이낸셜뉴스언론사 선정,기타,Y,2022-04-12
33903,"경북기록문화연구원, 옛사진 공모전…6월 말까지 접수",뉴시스,기타,Y,2022-04-12
33904,HUG·마사회·LH 등 공공기관 104곳 고객만족도 '미흡' 등급,스트레이트뉴스,기타,Y,2022-04-12
33905,공공기관 고객만족도 41곳 '우수'…104곳은 '미흡',내외경제tv,기타,Y,2022-04-12
33906,SR·한전·LH 등 고객만족도 '미흡'...공공기관의 42% 104곳,서울이코노미뉴스,기타,Y,2022-04-12
33907,"한전·지역난방공사 등 8개 기관, 고객만족도 최하위 '망신'",핀포인트뉴스,기타,Y,2022-04-12
33908,"천안시, K-컬처 세계박람회 추진 시동",충청매일,기타,Y,2022-04-12
33909,초대 임시정부기념관장에 김희곤 안동대 명예교수,대구일보,지역종합지,Y,2022-04-12
33910,"천안시, 독립기념관에 K-컬처 세계박람회 추진",한국경제,경제지,Y,2022-04-13
33911,"안동대 김희곤 사학과 명예교수,국립대한민국임시정부기념관 초대 관장 임명",헤럴드경제,경제지,Y,2022-04-13
33912,지역 항일운동 역사··· 공주독립운동기념관 개관,소년한국일보,기타,Y,2022-04-13
33913,"안동대 김희곤 명예교수, 국립대한민국임시정부기념관 초대 관장에 임명",경북일보,기타,Y,2022-04-13
33914,"충남 천안시, 독립기념관과 함께 K-컬처 세계박람회 추진",뉴스프리존,기타,Y,2022-04-13
33915,"김희곤 안동대 명예교수, 국립대한민국임시정부기념관 초대 관장 임명",한국대학신문,기타,Y,2022-04-13
33916,유관순 모교 앞에 공주 독립운동기념관 정식 개관,대전MBC,기타,Y,2022-04-13
33917,"천안시, 'K-컬처 세계박람회' 본격 추진",농수축산신문,기타,Y,2022-04-13
33918,안동시. 옛사진 공모전 ‘그해 우리는’ 개최,중앙일보,중앙지,Y,2022-04-13
33919,"경북기록문화연구원, 제6회 옛사진 공모전 '그해 우리는' 개최",매일신문,지역종합지,Y,2022-04-13
33920,독립운동 역사를 한눈에… 공주독립운동기념관 개관,동아일보,중앙지,Y,2022-04-14
33921,"김희곤 안동대 명예교수, 임시정부기념관 초대관장 임명",경북도민일보,기타,Y,2022-04-14
